ID	Choice	Relacao	Age	D_Senior	D_Male	Income	D_Wealth	License	QtdVeic	D_Veic	D_TripChain	Destino	D1_CT	D2_EDU	Frequence	D1_Turista	D2_Assiduo	D_Fds	D_Quinzenal	D_Mensal	Distance_1	TTime1_1	Cost_1	Distance_2	TTime1_2	Cost_2
799	2	1	19	0	0	6000	0	1	1	0	1	2	0	1	2	1	0	0	0	0	17.9	0.42	5.98	22.34	1.9	3.8
809	2	1	23	0	0	6000	0	1	2	1	0	11	0	0	0	1	0	0	0	1	5.8	0.12	1.94	7.7	0.8	3.8
811	2	1	20	0	0	12000	1	1	2	1	0	6	0	1	5	0	1	0	0	0	18.5	0.32	6.18	21.1	1.7	6.7
819	2	4	28	0	1	7000	0	1	1	0	0	2	0	1	5	0	1	0	0	0	12.4	0.4	4.14	14.82	1.58	3.8
824	1	7	51	1	1	22000	1	1	4	1	0	8	1	0	5	0	1	0	0	0	12.1	0.25	4.04	14.4	1.02	7
828	2	2	29	0	0	5000	0	1	1	0	0	8	1	0	5	0	1	0	0	0	18.5	0.32	6.18	21.1	1.7	6.7
835	1	1	24	0	1	9000	1	1	1	0	1	8	1	0	4	0	1	0	0	0	23	0.47	7.68	32	2.85	19.8
836	1	7	64	1	1	20000	1	1	1	0	0	8	1	0	5	0	1	0	0	0	17.6	0.4	5.88	23.71	2.02	3.8
840	2	1	21	0	1	18000	1	1	1	0	0	8	1	0	5	0	1	0	0	0	16.2	0.38	5.41	17.3	1.45	3.8
843	2	1	25	0	0	3000	0	1	2	1	1	6	0	1	2	1	0	0	0	0	16.3	0.3	5.44	19.86	1.72	3.8
848	2	1	22	0	0	22000	1	1	1	0	0	9	0	0	5	0	1	0	0	0	17.6	0.4	5.88	23.71	2.02	3.8
853	2	1	23	0	0	12000	1	1	1	0	0	8	1	0	4	0	1	0	0	0	7.1	0.17	2.37	10.9	0.93	3.8
861	2	1	21	0	0	3000	0	1	1	0	0	8	1	0	5	0	1	0	0	0	19.2	0.33	6.41	17.6	1.75	13.8
872	1	5	23	0	1	5000	0	1	1	0	1	10	0	0	5	0	1	0	0	0	9.4	0.28	3.14	10.8	1	3.8
875	2	1	22	0	1	18000	1	1	1	0	0	8	1	0	5	0	1	0	0	0	11.8	0.33	3.94	15.7	1.57	9.3
877	1	1	22	0	1	1000	0	1	1	0	0	8	1	0	5	0	1	0	0	0	14	0.32	4.68	17.4	1.58	5.4
888	1	1	61	1	0	8000	1	1	1	0	0	6	0	1	3	0	0	0	0	0	14.2	0.27	4.74	19	1.58	3.8
889	1	1	19	0	1	7000	0	1	2	1	0	1	0	1	4	0	1	0	0	0	9.1	0.2	3.04	11	1.1	16.6
890	1	1	23	0	1	20000	1	1	2	1	0	6	0	1	5	0	1	0	0	0	18.5	0.32	6.18	21.1	1.7	6.7
893	2	1	25	0	0	3000	0	1	2	1	0	6	0	1	4	0	1	0	0	0	5.1	0.17	1.7	8	0.83	3.8
894	2	1	24	0	0	1000	0	1	1	0	1	8	1	0	5	0	1	0	0	0	1	0.07	0.33	1	0.17	0
895	2	1	18	0	0	4000	0	1	1	0	0	1	0	1	4	0	1	0	0	0	27	0.52	9.02	31.5	2.7	14.2
897	1	1	22	0	0	35000	1	1	1	0	0	9	0	0	5	0	1	0	0	0	14.2	0.33	4.74	16.26	1.45	3.8
899	1	7	39	0	0	8000	1	1	1	0	0	1	0	1	5	0	1	0	0	0	14.2	0.27	4.74	19	1.58	3.8
903	1	1	24	0	1	4000	0	1	1	0	0	8	1	0	5	0	1	0	0	0	20.4	0.4	6.81	20	1.77	9.3
904	1	7	40	0	1	14000	1	1	1	0	0	8	1	0	5	0	1	0	0	0	27.4	0.45	9.15	27.17	2.25	12.1
907	1	1	22	0	1	6000	0	1	2	1	0	1	0	1	5	0	1	0	0	0	14.7	0.33	4.91	12.3	1.25	3.8
912	1	1	24	0	1	35000	1	1	4	1	0	8	1	0	5	0	1	0	0	0	27.4	0.45	9.15	27.17	2.25	12.1
930	1	1	23	0	1	20000	1	1	1	0	0	8	1	0	4	0	1	0	0	0	14.2	0.33	4.74	15.9	1.38	3.8
936	1	1	22	0	1	3000	0	1	2	1	0	1	0	1	5	0	1	0	0	0	7.4	0.17	2.47	9	0.83	3.8
941	2	1	24	0	0	8000	1	1	3	1	1	6	0	1	2	1	0	0	0	0	27.4	0.45	9.15	27.17	2.25	12.1
947	2	1	20	0	0	1000	0	1	1	0	1	2	0	1	5	0	1	0	0	0	31.2	0.58	10.42	41.1	1.88	10.7
948	1	1	24	0	0	6000	0	1	1	0	0	8	1	0	3	0	0	0	0	0	18.5	0.32	6.18	21.1	1.7	6.7
955	2	1	28	0	1	5000	0	1	1	0	0	1	0	1	4	0	1	0	0	0	36	0.63	12.02	38.4	3.57	29.9
963	2	1	19	0	1	3000	0	1	2	1	0	1	0	1	5	0	1	0	0	0	9.1	0.2	3.04	11	1.1	16.6
968	1	1	23	0	0	20000	1	1	1	0	1	9	0	0	5	0	1	0	0	0	14.2	0.33	4.74	15.9	1.38	3.8
973	1	1	29	0	1	10000	1	1	1	0	0	8	1	0	2	1	0	0	0	0	14.9	0.33	4.98	18.9	1.32	12.4
979	1	1	28	0	0	10000	1	1	2	1	0	2	0	1	1	1	0	0	0	0	9.9	0.23	3.31	11.96	1.1	3.8
980	2	1	26	0	0	8000	1	1	2	1	1	6	0	1	3	0	0	0	0	0	18.9	0.43	6.31	20.1	1.45	10.8
982	2	1	25	0	0	3000	0	1	1	0	1	1	0	1	5	0	1	0	0	0	4.4	0.15	1.47	4.9	0.57	3.8
986	1	1	26	0	1	20000	1	1	2	1	0	8	1	0	3	0	0	0	0	0	27	0.48	9.02	27.5	2.35	3.8
991	1	1	25	0	1	30000	1	1	3	1	0	8	1	0	5	0	1	0	0	0	17.9	0.4	5.98	28.1	1.78	3.8
993	2	1	36	0	0	2000	0	1	1	0	0	6	0	1	5	0	1	0	0	0	12.3	0.33	4.11	20.7	1.38	7.5
994	1	1	24	0	1	16000	1	1	1	0	0	8	1	0	4	0	1	0	0	0	17.9	0.4	5.98	28.1	1.78	3.8
997	1	1	26	0	1	16000	1	1	1	0	0	8	1	0	5	0	1	0	0	0	18.5	0.32	6.18	21.1	1.7	6.7
1000	2	1	20	0	1	5000	0	1	1	0	0	8	1	0	5	0	1	0	0	0	19.8	0.52	6.61	20.4	1.38	7
1001	1	1	20	0	1	8000	1	1	2	1	0	8	1	0	3	0	0	0	0	0	31.7	0.57	10.59	46.2	2.23	10.7
1004	2	1	19	0	0	6000	0	1	2	1	0	1	0	1	5	0	1	0	0	0	13.5	0.4	4.51	16.4	1.63	3.8
1005	2	1	25	0	0	7000	0	1	2	1	1	11	0	0	3	0	0	0	0	0	27	0.52	9.02	31.5	2.7	14.2
1006	1	6	38	0	1	18000	1	1	1	0	0	8	1	0	1	1	0	0	0	0	13.1	0.38	4.38	14.7	1.33	3.8
1008	2	1	22	0	0	3000	0	1	1	0	0	2	0	1	5	0	1	1	0	0	19.2	0.33	6.41	17.6	1.75	13.8
1009	1	1	22	0	0	8000	1	1	1	0	0	8	1	0	5	0	1	0	0	0	9.4	0.28	3.14	10.8	1	3.8
1010	1	7	33	0	1	22000	1	1	2	1	0	8	1	0	5	0	1	0	0	0	10.7	0.28	3.57	12.4	1.22	18.7
1018	2	1	20	0	0	3000	0	1	1	0	0	1	0	1	5	0	1	0	0	0	50.3	0.9	16.8	54.8	3.57	21.5
1024	1	1	22	0	1	2000	0	1	2	1	1	8	1	0	5	0	1	0	0	0	19.2	0.33	6.41	17.6	1.75	13.8
1032	1	1	20	0	0	5000	0	1	2	1	0	1	0	1	4	0	1	0	0	0	8.2	0.2	2.74	10.13	1.1	3.8
1038	2	1	21	0	1	14000	1	1	3	1	1	8	1	0	5	0	1	0	0	0	19.8	0.52	6.61	20.4	1.38	7
1041	2	1	18	0	0	10000	1	1	1	0	0	2	0	1	5	0	1	0	0	0	15.9	0.35	5.31	21.8	1.87	3.8
1046	2	4	53	1	1	10000	1	1	2	1	1	6	0	1	5	0	1	0	0	0	11.6	0.28	3.87	13.4	1.15	3.8
1051	1	1	25	0	1	20000	1	1	4	1	1	8	1	0	5	0	1	0	0	0	14.2	0.27	4.74	19	1.58	3.8
1057	1	1	26	0	1	9000	1	1	4	1	0	8	1	0	2	1	0	0	0	0	27.4	0.45	9.15	27.17	2.25	12.1
1062	1	1	21	0	0	12000	1	1	2	1	0	8	1	0	5	0	1	1	0	0	13.1	0.38	4.38	14.7	1.33	3.8
1063	1	3	28	0	1	10000	1	1	2	1	1	8	1	0	0	1	0	0	0	1	28.8	0.53	9.62	25.5	2.43	10.5
1066	2	1	26	0	1	3000	0	1	3	1	0	11	0	0	5	0	1	0	0	0	12.3	0.33	4.11	20.7	1.38	7.5
1078	1	1	27	0	1	14000	1	1	4	1	1	6	0	1	5	0	1	0	0	0	23	0.47	7.68	32	2.85	19.8
1080	1	1	21	0	0	6000	0	1	3	1	0	8	1	0	5	0	1	0	0	0	27.4	0.45	9.15	27.17	2.25	12.1
1089	2	1	19	0	1	4000	0	1	1	0	0	1	0	1	5	0	1	0	0	0	13.1	0.38	4.38	14.7	1.33	3.8
1090	1	1	22	0	0	14000	1	1	2	1	0	8	1	0	5	0	1	0	0	0	27.4	0.45	9.15	27.17	2.25	12.1
1093	2	1	23	0	0	3000	0	1	1	0	1	2	0	1	4	0	1	0	0	0	26.2	0.52	8.75	31.4	1.42	7
1095	1	1	19	0	0	14000	1	1	2	1	0	8	1	0	5	0	1	0	0	0	27.4	0.45	9.15	27.17	2.25	12.1
1102	2	1	20	0	1	12000	1	1	4	1	0	8	1	0	4	0	1	0	0	0	27.4	0.45	9.15	27.17	2.25	12.1
1104	2	1	19	0	0	2000	0	1	1	0	1	1	0	1	5	0	1	0	0	0	26.2	0.52	8.75	31.4	1.42	7
1105	1	1	23	0	1	2000	0	1	2	1	0	8	1	0	4	0	1	0	0	0	14.8	0.3	4.94	15.4	1.22	7
1107	1	2	27	0	0	20000	1	1	2	1	1	8	1	0	4	0	1	0	0	0	43.6	0.78	14.56	42.7	2	7
1128	2	1	27	0	0	12000	1	1	2	1	0	6	0	1	5	0	1	1	0	0	27.4	0.45	9.15	27.17	2.25	12.1
1132	2	1	20	0	1	1000	0	1	2	1	0	2	0	1	5	0	1	0	0	0	12.1	0.25	4.04	14.4	1.02	7
1133	2	1	28	0	1	1000	0	1	1	0	0	8	1	0	5	0	1	0	0	0	31.2	0.58	10.42	41.1	1.88	10.7
1135	2	4	58	1	0	10000	1	1	1	0	0	2	0	1	5	0	1	0	0	0	18.5	0.32	6.18	21.1	1.7	6.7
1138	1	1	23	0	1	12000	1	1	3	1	0	8	1	0	5	0	1	0	0	0	20.4	0.4	6.81	20	1.77	9.3
1139	2	1	18	0	1	3000	0	1	2	1	1	1	0	1	3	0	0	0	0	0	14.8	0.3	4.94	15.4	1.22	7
1140	1	1	23	0	1	4000	0	1	2	1	0	8	1	0	5	0	1	0	0	0	27	0.52	9.02	31.5	2.7	14.2
1141	1	1	22	0	1	20000	1	1	3	1	1	8	1	0	5	0	1	0	0	0	16.5	0.37	5.51	18.9	1.62	3.8
1143	1	1	22	0	0	6000	0	1	1	0	0	6	0	1	4	0	1	0	0	0	18.5	0.45	6.18	19.2	1.38	7
1159	2	1	23	0	0	12000	1	1	1	0	0	2	0	1	5	0	1	0	0	0	18.5	0.32	6.18	21.1	1.7	6.7
1160	2	1	23	0	0	1000	0	1	1	0	0	6	0	1	5	0	1	0	0	0	43.6	0.78	14.56	42.7	2	7
1173	2	1	24	0	1	4000	0	1	1	0	0	6	0	1	1	1	0	0	0	0	52.18	0.87	17.43	53.83	2.23	7
1175	2	1	30	0	1	22000	1	1	3	1	1	11	0	0	5	0	1	0	0	0	9.9	0.23	3.31	11.96	1.1	3.8
1176	2	1	24	0	0	7000	0	1	1	0	0	9	0	0	1	1	0	0	0	0	17.9	0.4	5.98	28.1	1.78	3.8
1178	2	1	19	0	0	3000	0	1	2	1	0	2	0	1	3	0	0	0	0	0	18.5	0.32	6.18	21.1	1.7	6.7
1182	2	1	24	0	1	10000	1	1	1	0	1	8	1	0	5	0	1	0	0	0	13.1	0.38	4.38	14.7	1.33	3.8
1184	2	1	25	0	1	1000	0	1	2	1	0	2	0	1	4	0	1	0	0	0	18.5	0.32	6.18	21.1	1.7	6.7
1197	2	1	22	0	0	8000	1	1	3	1	0	6	0	1	0	1	0	0	0	1	5.5	0.18	1.84	6.4	0.67	3.8
1199	1	1	24	0	0	12000	1	1	1	0	0	6	0	1	4	0	1	0	0	0	16.2	0.38	5.41	17.3	1.45	3.8
1200	1	1	23	0	0	6000	0	1	2	1	1	8	1	0	5	0	1	0	0	0	18.5	0.32	6.18	21.1	1.7	6.7
1201	2	1	20	0	0	2000	0	1	2	1	0	1	0	1	5	0	1	0	0	0	12.3	0.25	4.11	14.88	1.4	3.8
1202	1	3	22	0	1	10000	1	1	2	1	1	5	0	0	3	0	0	0	0	0	27.4	0.45	9.15	27.17	2.25	12.1
1203	2	1	22	0	1	9000	1	1	2	1	1	6	0	1	5	0	1	0	0	0	13.8	0.4	4.61	17.5	1.83	16.59
1206	1	1	21	0	1	35000	1	1	4	1	0	8	1	0	5	0	1	0	0	0	17.9	0.4	5.98	28.1	1.78	3.8
1213	2	1	27	0	1	5000	0	1	1	0	1	8	1	0	5	0	1	0	0	0	22.3	0.43	7.45	23.7	1.48	7
1216	1	1	19	0	0	10000	1	1	2	1	0	2	0	1	5	0	1	0	0	0	27.4	0.45	9.15	27.17	2.25	12.1
1223	2	1	19	0	0	14000	1	1	1	0	0	6	0	1	5	0	1	0	0	0	11.9	0.32	3.97	14.6	1.45	16.6
1225	2	1	21	0	1	10000	1	1	1	0	1	8	1	0	5	0	1	0	0	0	14.7	0.33	4.91	12.3	1.25	3.8
1227	2	1	24	0	0	10000	1	1	1	0	0	8	1	0	4	0	1	0	0	0	9.9	0.23	3.31	11.96	1.1	3.8
1234	1	1	25	0	0	10000	1	1	1	0	0	6	0	1	4	0	1	0	0	0	18.1	0.37	6.05	18.7	1.8	3.8
1236	2	1	22	0	0	2000	0	1	2	1	0	2	0	1	5	0	1	0	0	0	43.6	0.78	14.56	42.7	2	7
1242	2	1	19	0	0	12000	1	1	2	1	0	8	1	0	5	0	1	0	0	0	27.4	0.45	9.15	27.17	2.25	12.1
1248	1	1	19	0	0	10000	1	1	2	1	1	1	0	1	5	0	1	0	0	0	10.7	0.28	3.57	12.4	1.22	18.7
1252	1	1	23	0	1	8000	1	1	4	1	1	8	1	0	4	0	1	0	0	0	20.4	0.4	6.81	20	1.77	9.3
1253	2	1	27	0	1	8000	1	1	1	0	0	1	0	1	5	0	1	0	0	0	27	0.52	9.02	31.5	2.7	14.2
1255	2	1	21	0	1	10000	1	1	2	1	0	8	1	0	5	0	1	0	0	0	22.8	0.45	7.62	22.7	2.08	10.5
1259	2	1	20	0	0	3000	0	1	1	0	1	2	0	1	5	0	1	0	0	0	8.4	0.25	2.81	9.7	1.02	3.8
1260	2	1	20	0	0	5000	0	1	1	0	0	6	0	1	5	0	1	0	0	0	23.5	0.5	7.85	36.5	1.83	10.7
1263	2	1	26	0	0	3000	0	1	1	0	0	1	0	1	2	1	0	1	0	0	43.6	0.78	14.56	42.7	2	7
1264	2	1	19	0	0	35000	1	1	2	1	0	8	1	0	5	0	1	0	0	0	16.5	0.37	5.51	18.9	1.62	3.8
1270	2	1	26	0	1	4000	0	1	1	0	0	1	0	1	5	0	1	0	0	0	16.1	0.37	5.38	16	1.23	7.5
1274	1	1	23	0	0	2000	0	1	1	0	0	8	1	0	5	0	1	0	0	0	13.3	0.37	4.44	17	1.65	9.3
1277	1	1	22	0	1	10000	1	1	2	1	0	8	1	0	5	0	1	0	0	0	11.8	0.33	3.94	15.7	1.57	9.3
1279	2	1	22	0	0	4000	0	1	3	1	0	6	0	1	5	0	1	0	0	0	13.1	0.38	4.38	14.7	1.33	3.8
1284	1	1	25	0	1	10000	1	1	1	0	1	8	1	0	5	0	1	0	0	0	13.1	0.38	4.38	14.7	1.33	3.8
1287	2	1	25	0	0	5000	0	1	1	0	1	6	0	1	5	0	1	0	0	0	27	0.52	9.02	31.5	2.7	14.2
1295	2	1	23	0	1	5000	0	1	1	0	1	8	1	0	5	0	1	0	0	0	27	0.52	9.02	31.5	2.7	14.2
1299	2	1	20	0	0	2000	0	1	1	0	0	2	0	1	5	0	1	0	0	0	12.4	0.25	4.14	21.1	1.37	10.7
1304	2	1	21	0	1	1000	0	1	1	0	1	6	0	1	2	1	0	0	0	0	20.4	0.45	6.81	22.2	1.9	3.8
1305	2	1	23	0	1	7000	0	1	1	0	0	8	1	0	5	0	1	0	0	0	14.2	0.33	4.74	16.26	1.45	3.8
1307	2	1	23	0	1	10000	1	1	2	1	0	11	0	0	0	1	0	0	0	1	17.9	0.4	5.98	28.1	1.78	3.8
1312	2	1	42	0	0	2000	0	1	1	0	0	6	0	1	5	0	1	0	0	0	18	0.33	6.01	22.6	1.25	7
1313	2	1	21	0	0	12000	1	1	2	1	0	8	1	0	5	0	1	0	0	0	13.1	0.38	4.38	14.7	1.33	3.8
1323	1	1	23	0	1	35000	1	1	3	1	1	9	0	0	5	0	1	1	0	0	16.2	0.38	5.41	17.3	1.45	3.8
1327	2	1	25	0	1	16000	1	1	1	0	0	2	0	1	5	0	1	0	0	0	18.5	0.32	6.18	21.1	1.7	6.7
1328	1	1	23	0	0	14000	1	1	2	1	1	6	0	1	5	0	1	0	0	0	41.5	0.83	13.86	51.1	4.6	29.8
1329	2	1	20	0	1	3000	0	1	1	0	0	2	0	1	5	0	1	0	0	0	27	0.52	9.02	31.5	2.7	14.2
1341	1	1	24	0	1	6000	0	1	1	0	0	1	0	1	5	0	1	0	0	0	16.2	0.38	5.41	17.3	1.45	3.8
1342	1	1	34	0	1	8000	1	1	1	0	0	1	0	1	2	1	0	0	0	0	18.5	0.32	6.18	21.1	1.7	6.7
1349	2	1	20	0	0	2000	0	1	1	0	0	6	0	1	5	0	1	1	0	0	43.6	0.78	14.56	42.7	2	7
1364	2	2	26	0	0	4000	0	1	1	0	0	8	1	0	5	0	1	0	0	0	9.9	0.23	3.31	11.96	1.1	3.8
1365	2	1	22	0	1	3000	0	1	1	0	0	8	1	0	5	0	1	0	0	0	10.2	0.3	3.41	12.8	1.33	3.8
1367	1	1	23	0	0	22000	1	1	1	0	0	9	0	0	5	0	1	0	0	0	9.1	0.2	3.04	11	1.1	16.6
1368	1	1	23	0	1	35000	1	1	4	1	0	9	0	0	5	0	1	0	0	0	17.9	0.4	5.98	28.1	1.78	3.8
1369	1	1	22	0	0	10000	1	1	2	1	1	2	0	1	5	0	1	1	0	0	16.2	0.38	5.41	17.3	1.45	3.8
1378	2	1	22	0	1	6000	0	1	1	0	0	8	1	0	2	1	0	0	0	0	14.2	0.3	4.74	15.8	1.37	3.8
1381	2	1	59	1	1	6000	0	1	1	0	0	6	0	1	5	0	1	0	0	0	36	0.63	12.02	38.4	3.57	29.9
1386	2	1	21	0	1	18000	1	1	1	0	0	6	0	1	0	1	0	1	0	0	14.2	0.33	4.74	15.9	1.38	3.8
1395	1	1	24	0	1	9000	1	1	1	0	1	2	0	1	5	0	1	0	0	0	16.2	0.38	5.41	17.3	1.45	3.8
1398	2	1	20	0	0	3000	0	1	1	0	0	6	0	1	5	0	1	0	0	0	22.3	0.43	7.45	23.7	1.48	7
1404	2	1	22	0	0	3000	0	1	1	0	1	6	0	1	1	1	0	0	0	0	11.8	0.33	3.94	15.7	1.57	9.3
1414	1	1	25	0	0	12000	1	1	4	1	0	11	0	0	5	0	1	1	0	0	12.1	0.25	4.04	14.4	1.02	7
1420	1	1	22	0	0	35000	1	1	3	1	0	9	0	0	5	0	1	1	0	0	9.1	0.2	3.04	11	1.1	16.6
1425	1	1	31	0	1	14000	1	1	4	1	0	2	0	1	5	0	1	0	0	0	36	0.63	12.02	38.4	3.57	29.9
1431	2	1	19	0	0	5000	0	1	1	0	0	6	0	1	3	0	0	0	0	0	9.1	0.2	3.04	11	1.1	16.6
1434	2	1	21	0	0	20000	1	1	2	1	0	2	0	1	5	0	1	0	0	0	27.4	0.45	9.15	27.17	2.25	12.1
1435	1	1	22	0	1	3000	0	1	2	1	0	8	1	0	5	0	1	0	0	0	5.8	0.12	1.94	7.7	0.8	3.8
1443	1	1	21	0	1	35000	1	1	2	1	0	8	1	0	5	0	1	0	0	0	16.2	0.38	5.41	17.3	1.45	3.8
1451	2	1	24	0	0	18000	1	1	1	0	0	9	0	0	5	0	1	0	0	0	16.2	0.38	5.41	17.3	1.45	3.8
1454	1	1	27	0	1	8000	1	1	2	1	0	2	0	1	2	1	0	0	0	0	11.8	0.33	3.94	15.7	1.57	9.3
1462	1	1	23	0	1	12000	1	1	1	0	0	8	1	0	2	1	0	0	0	0	16.2	0.38	5.41	17.3	1.45	3.8
1464	1	1	27	0	1	35000	1	1	4	1	1	8	1	0	4	0	1	0	0	0	17.9	0.42	5.98	22.34	1.9	3.8
1467	1	1	23	0	1	20000	1	1	2	1	1	8	1	0	2	1	0	0	0	0	13.5	0.4	4.51	16.4	1.63	3.8
1473	1	1	22	0	1	18000	1	1	3	1	0	8	1	0	5	0	1	0	0	0	13.1	0.38	4.38	14.7	1.33	3.8
1474	2	1	22	0	0	4000	0	1	1	0	0	9	0	0	5	0	1	0	0	0	52.1	0.93	17.4	46.5	2.08	7
1479	2	1	21	0	1	9000	1	1	3	1	0	1	0	1	5	0	1	0	0	0	13.3	0.4	4.44	13.6	1.2	7.5
1484	2	1	19	0	0	5000	0	1	2	1	0	11	0	0	5	0	1	0	0	0	13.3	0.37	4.44	17	1.65	9.3
1488	2	1	25	0	0	10000	1	1	1	0	0	6	0	1	5	0	1	0	0	0	9.4	0.28	3.14	10.8	1	3.8
1489	2	1	23	0	1	5000	0	1	2	1	1	8	1	0	5	0	1	0	0	0	26.2	0.52	8.75	31.4	1.42	7
1493	2	1	24	0	0	6000	0	1	2	1	1	6	0	1	5	0	1	0	0	0	11.8	0.33	3.94	15.7	1.57	9.3
1497	1	7	50	1	1	10000	1	1	1	0	0	8	1	0	5	0	1	0	0	0	14.7	0.33	4.91	12.3	1.25	3.8
1499	1	1	22	0	0	7000	0	1	3	1	0	7	0	0	3	0	0	0	0	0	8.2	0.2	2.74	10.13	1.1	3.8
1501	2	1	22	0	1	7000	0	1	1	0	0	8	1	0	5	0	1	0	0	0	13.1	0.38	4.38	14.7	1.33	3.8
1506	1	4	24	0	1	5000	0	1	1	0	0	8	1	0	5	0	1	1	0	0	14.9	0.33	4.98	18.9	1.32	12.4
1512	2	1	26	0	0	3000	0	1	1	0	0	2	0	1	5	0	1	0	0	0	20.4	0.45	6.81	22.2	1.9	3.8
1516	1	1	20	0	1	5000	0	1	3	1	0	8	1	0	5	0	1	0	0	0	13.1	0.38	4.38	14.7	1.33	3.8
1520	2	1	20	0	0	4000	0	1	1	0	1	6	0	1	1	1	0	0	0	0	13.1	0.38	4.38	14.7	1.33	3.8
1525	1	7	50	1	0	12000	1	1	1	0	0	6	0	1	5	0	1	0	0	0	16.2	0.38	5.41	17.3	1.45	3.8
1533	1	1	27	0	1	7000	0	1	1	0	1	8	1	0	5	0	1	0	0	0	5.8	0.12	1.94	7.7	0.8	3.8
1534	1	1	24	0	1	7000	0	1	2	1	0	8	1	0	5	0	1	1	0	0	10.6	0.3	3.54	12.1	1.18	3.8
1536	2	1	19	0	1	20000	1	1	3	1	0	8	1	0	4	0	1	0	0	0	27	0.48	9.02	27.5	2.35	3.8
1538	2	1	20	0	0	35000	1	1	3	1	0	8	1	0	4	0	1	0	0	0	17.6	0.4	5.88	23.71	2.02	3.8
1545	2	1	23	0	1	7000	0	1	1	0	0	8	1	0	4	0	1	0	0	0	16.1	0.37	5.38	16	1.23	7.5
1547	2	1	20	0	1	18000	1	1	2	1	0	8	1	0	5	0	1	0	0	0	20.4	0.45	6.81	22.2	1.9	3.8
1564	1	1	21	0	1	4000	0	1	2	1	0	8	1	0	5	0	1	0	0	0	14.9	0.33	4.98	18.9	1.32	12.4
1567	1	1	20	0	1	24000	1	1	3	1	0	8	1	0	5	0	1	0	0	0	13.1	0.38	4.38	14.7	1.33	3.8
1570	2	1	23	0	1	5000	0	1	1	0	1	1	0	1	3	0	0	0	0	0	14.2	0.33	4.74	15.9	1.38	3.8
1573	1	1	52	1	1	1000	0	1	1	0	1	11	0	0	0	1	0	0	0	1	27	0.52	9.02	31.5	2.7	14.2
1580	2	1	45	0	0	6000	0	1	1	0	0	2	0	1	3	0	0	0	0	0	13.3	0.37	4.44	17	1.65	9.3
1581	2	1	24	0	0	5000	0	1	2	1	0	2	0	1	5	0	1	0	0	0	27.5	0.53	9.19	37.1	1.7	10.7
1584	2	1	19	0	0	2000	0	1	1	0	0	2	0	1	5	0	1	0	0	0	14.9	0.33	4.98	18.9	1.32	12.4
1585	2	1	19	0	0	20000	1	1	2	1	0	6	0	1	5	0	1	0	0	0	27.4	0.45	9.15	27.17	2.25	12.1
1586	2	1	18	0	1	5000	0	1	1	0	0	8	1	0	5	0	1	0	0	0	18.2	0.45	6.08	20.1	1.72	3.8
1587	2	1	19	0	0	7000	0	1	1	0	0	8	1	0	5	0	1	1	0	0	27.4	0.45	9.15	27.17	2.25	12.1
1588	2	1	23	0	0	7000	0	1	1	0	0	2	0	1	5	0	1	0	0	0	19.7	0.5	6.58	21.79	2.1	17.8
1600	2	1	30	0	0	6000	0	1	1	0	0	2	0	1	3	0	0	0	0	0	14.2	0.3	4.74	15.8	1.37	3.8
1601	2	1	24	0	1	3000	0	1	1	0	1	6	0	1	1	1	0	0	0	0	16.1	0.37	5.38	16	1.23	7.5
1605	1	1	27	0	1	6000	0	1	1	0	1	8	1	0	4	0	1	0	0	0	14.7	0.33	4.91	12.3	1.25	3.8
1612	2	1	23	0	1	2000	0	1	1	0	0	1	0	1	5	0	1	0	0	0	50.4	0.75	16.83	65	6.32	28.45
1618	1	7	69	1	1	14000	1	1	2	1	0	1	0	1	5	0	1	0	0	0	20.4	0.4	6.81	20	1.77	9.3
1619	2	1	22	0	0	3000	0	1	1	0	1	6	0	1	5	0	1	1	0	0	17.9	0.4	5.98	28.1	1.78	3.8
1623	2	1	20	0	0	3000	0	1	1	0	0	6	0	1	5	0	1	0	0	0	13.1	0.38	4.38	14.7	1.33	3.8
1625	2	1	21	0	0	2000	0	1	1	0	1	2	0	1	5	0	1	0	0	0	27	0.52	9.02	31.5	2.7	14.2
1626	2	1	21	0	1	7000	0	1	1	0	1	8	1	0	4	0	1	0	0	0	12.6	0.27	4.21	12.5	1.17	3.8
1627	2	3	51	1	1	9000	1	1	1	0	0	8	1	0	0	1	0	0	0	1	29.4	0.53	9.82	41.5	1.9	10.7
1632	1	7	54	1	1	10000	1	1	2	1	0	8	1	0	5	0	1	0	0	0	27.4	0.45	9.15	27.17	2.25	12.1
1641	1	1	22	0	1	8000	1	1	2	1	1	6	0	1	5	0	1	0	0	0	8.4	0.25	2.81	9.7	1.02	3.8
1642	2	1	59	1	0	1000	0	1	1	0	0	6	0	1	4	0	1	0	0	0	7.1	0.17	2.37	10.9	0.93	3.8
1646	2	1	19	0	0	14000	1	1	3	1	0	1	0	1	5	0	1	0	0	0	13.1	0.38	4.38	14.7	1.33	3.8
1647	2	1	20	0	1	6000	0	1	2	1	0	2	0	1	5	0	1	0	0	0	31.7	0.57	10.59	46.2	2.23	10.7
1649	2	1	21	0	1	10000	1	1	1	0	1	8	1	0	5	0	1	0	0	0	12.4	0.4	4.14	14.82	1.58	3.8
1653	1	1	21	0	1	14000	1	1	1	0	0	8	1	0	5	0	1	0	0	0	17.9	0.4	5.98	28.1	1.78	3.8
