ID	Choice	Relacao	Age	Male	Income	License	QtdVeic	TripChain	Destino	Frequence	Fds	Quinzenal	Mensal	TTime1_1	Cost_1	WalkTime_1	TTime1_2	Transbordo_2	Cost_2	WalkTime_2
836	1	7	64	1	20000	1	1	0	8	5	0	0	0	0.5	30	2.5	1.5	1	10	10
899	1	7	39	0	8000	1	1	0	1	5	0	0	0	0.5	14	10	0.83	1	6	10
904	1	7	40	1	14000	1	1	0	8	5	0	0	0	0.67	30	5	1.17	1	10	15
1006	1	6	38	1	18000	1	1	0	8	1	0	0	0	0.5	10	5	1	1	8	10
1010	1	7	33	1	22000	1	2	0	8	5	0	0	0	0.5	20	10	1	0	8	15
1497	1	7	50	1	10000	1	1	0	8	5	0	0	0	0.33	12	2.5	1.17	1	8	10
1525	1	7	50	0	12000	1	1	0	6	5	0	0	0	0.33	20	5	0.67	0	8	15
1618	1	7	69	1	14000	1	2	0	1	5	0	0	0	0.5	20	5	0.83	1	8	15
1632	1	7	54	1	10000	1	2	0	8	5	0	0	0	1.17	20	2.5	1.17	1	10	15
1898	1	7	34	0	10000	1	1	0	6	0	0	0	1	0.67	20	2.5	1.33	1	8	20
1920	1	7	55	0	12000	1	2	0	1	5	0	0	0	1	30	2.5	1.17	1	10	15
2059	1	7	56	0	35000	1	2	0	8	5	0	0	0	0.5	16	2.5	1.5	1	10	10
2104	1	7	63	1	28000	1	2	0	8	5	0	0	0	0.33	12	2.5	0.585	0	6	15
2116	1	7	47	1	20000	1	2	0	8	5	0	0	0	0.33	10	2.5	1	1	8	10
2207	1	6	35	0	16000	1	1	0	8	2	0	0	0	0.83	8	5	1.17	1	8	35
2259	1	7	56	0	9000	1	1	0	8	3	0	0	0	0.5	12	15	1	1	8	10
2286	1	7	29	1	4000	1	1	0	8	3	0	0	0	0.67	14	10	1.67	1	12	10
2316	1	7	42	1	20000	1	1	0	8	5	0	0	0	0.67	18	2.5	1	1	8	15
2475	1	7	51	0	10000	1	1	0	11	3	1	0	0	1	20	30	1.25	1	8	15
2657	1	7	62	0	16000	1	1	0	2	5	0	0	0	0.83	16	5	1	1	8	10
2702	1	7	63	1	18000	1	1	0	8	5	0	0	0	0.5	8	10	1	1	8	10
2760	1	7	29	0	2000	1	1	0	2	5	0	0	0	0.5	14	2.5	1	1	8	10
2840	1	7	58	1	35000	1	1	0	11	5	0	0	0	0.5	16	2.5	1.5	1	10	10
3004	2	7	50	0	35000	1	1	1	1	5	1	0	0	0.5	10	5	0.5	0	8	15
3064	1	7	33	0	8000	1	1	0	6	3	0	0	0	1.17	14	2.5	1.33	1	8	20
3106	1	7	77	1	10000	1	1	0	8	5	0	0	0	0.5	16	2.5	1.5	1	10	10
3123	1	6	30	1	14000	1	1	0	8	5	0	0	0	0.83	20	2.5	1.67	1	12	10
3195	1	7	45	0	16000	1	2	0	2	5	0	0	0	0.5	10	2.5	0.75	1	8	10
3237	2	7	34	1	16000	1	1	0	8	5	0	0	0	0.33	6	2.5	0.67	0	8	15
3247	1	7	52	1	20000	1	2	0	8	5	0	0	0	0.33	12	10	0.67	1	8	10
3293	1	7	60	1	35000	1	3	0	8	4	0	0	0	0.67	20	5	0.67	0	8	15
3325	1	7	53	1	8000	1	1	0	2	5	1	0	0	0.33	10	2.5	0.67	1	8	10
3332	1	7	37	1	8000	1	2	0	8	5	0	0	0	0.5	20	5	0.67	1	8	10
3351	1	7	40	0	10000	1	2	0	8	5	0	0	0	0.33	6	2.5	1.67	1	8	20
3446	1	6	30	1	7000	1	1	0	8	4	0	0	0	0.83	12	5	1.67	1	12	10
3572	1	6	32	1	22000	1	2	0	8	2	0	0	0	0.67	20	2.5	1.415	1	12	15
3592	2	6	47	0	6000	1	1	1	2	5	0	0	0	0.33	6	2.5	1	1	8	15
3632	1	7	72	1	16000	1	1	0	8	5	0	0	0	0.5	30	15	1	1	8	15
3648	1	7	31	0	14000	1	2	0	8	5	0	0	0	0.67	8	2.5	0.67	0	8	15
3662	1	7	60	0	10000	1	1	0	8	3	0	0	0	0.67	14	2.5	1	1	8	10
3665	1	7	36	0	12000	1	1	0	8	5	0	0	0	0.67	10	10	1.67	1	12	10
3671	1	6	33	1	4000	1	2	0	2	3	0	0	0	0.67	20	5	1	1	8	15
3682	1	7	56	1	18000	1	3	0	8	5	0	0	0	0.5	16	2.5	1.67	1	8	20
3686	1	7	31	1	8000	1	1	0	11	3	0	0	0	0.33	10	2.5	0.67	0	11	12.5
3696	1	7	36	0	16000	1	2	0	8	5	0	0	0	0.67	30	70	0.83	1	8	15
3704	1	6	61	1	22000	1	2	0	8	5	0	0	0	0.5	20	5	1	1	8	10
3706	1	7	53	0	8000	1	1	0	8	5	0	0	0	0.5	8	2.5	0.83	0	8	15
3714	1	7	35	1	10000	1	1	0	8	3	0	0	0	0.33	6	2.5	1	1	8	10
3772	1	7	50	1	18000	1	1	0	8	5	0	0	0	0.5	8	2.5	1	1	8	15
3814	1	7	63	1	14000	1	1	0	8	5	0	0	0	0.67	20	2.5	1.67	1	12	10
3822	1	7	59	1	26000	1	3	0	8	5	0	0	0	0.67	16	10	1.17	1	8	35
3827	1	7	58	0	12000	1	1	0	8	5	0	0	0	1	10	2.5	1.17	1	10	15
3834	2	7	55	1	12000	1	1	0	9	4	0	0	0	0.5	12	2.5	1.33	1	12	20
3851	1	7	39	0	22000	1	1	0	2	5	0	0	0	0.83	16	15	1.5	1	10	10
3886	1	7	62	1	10000	1	1	0	8	5	0	0	0	0.33	20	2.5	0.83	1	6	10
3887	1	6	32	1	14000	1	1	1	9	2	0	0	0	0.67	16	2.5	2	1	10	15
3894	1	7	45	1	1000	1	1	0	2	5	0	0	0	0.5	30	15	0.83	0	8	15
3922	1	7	63	1	16000	1	1	0	1	5	0	0	0	0.33	10	5	1	1	8	10
3973	1	7	60	0	35000	1	2	0	8	2	0	0	0	0.67	30	5	0.585	0	6	15
3982	1	6	37	1	14000	1	2	0	2	5	0	0	0	0.5	10	10	0.67	1	8	10
4006	1	7	40	0	16000	1	2	0	2	5	0	0	0	0.83	30	5	0.83	1	8	15
4040	1	7	57	0	10000	1	2	0	2	5	0	0	0	0.67	14	5	0.915	1	11	12.5
4047	1	7	40	1	1000	1	4	0	2	5	0	0	0	0.5	10	2.5	0.83	0	8	15
4049	1	7	50	0	20000	1	2	0	2	5	0	0	0	0.83	30	10	0.67	0	8	15
4117	1	7	63	1	1000	1	2	0	8	1	0	0	0	0.5	20	10	1	1	8	10
4134	1	7	58	1	16000	1	1	0	8	3	0	0	0	0.67	30	10	1.17	1	8	35
4195	1	7	36	0	22000	1	2	1	8	5	0	0	0	0.5	30	2.5	1.67	1	8	20
4227	1	7	50	0	8000	1	1	1	2	4	0	0	0	0.5	14	5	0.67	1	8	10
4228	2	6	29	1	8000	1	1	1	2	5	0	0	0	0.67	15	7.5	0.5	1	14	10
4256	1	7	53	1	22000	1	2	0	8	5	0	0	0	0.5	10	5	0.83	1	8	15
4315	1	7	63	0	16000	1	1	0	8	5	0	0	0	0.5	20	70	0.585	0	6	15
4340	1	7	46	1	6000	1	1	0	6	2	0	0	0	0.33	16	2.5	0.83	1	6	10
4373	1	7	38	0	8000	1	1	0	1	4	0	0	0	0.67	16	10	1.33	1	12	20
4421	1	7	53	1	10000	1	1	0	8	4	0	0	0	0.5	20	2.5	1.67	1	12	10
4482	1	7	50	1	12000	1	1	0	8	5	0	0	0	0.33	10	2.5	0.67	0	8	15
4492	1	7	81	1	18000	1	1	0	8	5	0	0	0	0.67	20	10	1.33	1	8	20
4493	1	7	53	1	16000	1	1	0	8	5	0	0	0	0.33	8	2.5	1	1	10	25
4528	1	7	53	1	24000	1	2	0	8	5	0	0	0	1.17	30	2.5	2.33	1	12	20
4576	1	6	35	0	8000	1	1	0	2	5	0	0	0	0.83	30	2.5	1.415	1	12	15
4597	1	7	65	1	18000	1	1	0	8	5	0	0	0	0.33	20	2.5	1	1	8	10
4610	1	7	35	1	12000	1	1	0	8	5	0	0	0	0.5	8	2.5	0.67	0	8	15
4616	2	6	61	1	5000	1	1	0	8	5	0	0	0	0.5	12	5	0.83	1	8	20
4626	1	7	39	0	12000	1	1	0	8	5	0	0	0	0.5	12	10	0.67	1	8	10
4634	1	6	38	1	14000	1	1	0	8	5	0	0	0	0.5	10	2.5	1	1	8	10
4635	1	7	39	0	18000	1	2	0	2	5	0	0	0	0.67	12	10	0.67	0	8	15
4641	1	6	35	0	18000	1	1	0	2	2	0	0	0	0.67	14	2.5	1.17	1	8	35
4665	1	6	37	1	14000	1	2	1	8	5	0	0	0	0.33	16	5	0.33	0	8	5
4681	2	7	64	1	14000	1	1	1	8	4	0	0	0	1	6	2.5	0.67	1	8	15
4687	1	7	32	1	9000	1	1	0	8	4	0	0	0	0.5	16	5	1.33	1	8	20
4689	1	7	32	0	12000	1	1	0	8	5	0	0	0	0.5	16	2.5	0.67	0	8	15
4694	1	7	45	0	9000	1	1	0	6	3	0	0	0	0.83	30	10	0.83	1	12	17.5
