ID	Choice	Relacao	Age	Male	Income	License	QtdVeic	TripChain	Destino	Frequence	Fds	Quinzenal	Mensal	TTime1_1	Cost_1	WalkTime_1	TTime1_2	Transbordo_2	Cost_2	WalkTime_2
612	1	2	25	0	18000	1	2	0	8	0	0	1	0	0.67	12	5	0.67	0	8	15
617	2	2	23	0	5000	1	1	0	8	3	0	0	0	0.835	14	20	1.5	1	14	25
621	2	6	27	0	14000	1	1	0	8	5	0	0	0	0.5	12	15	0.5	1	8	20
623	1	7	52	1	6000	1	1	0	8	3	0	0	0	0.83	30	2.5	1.17	1	10	15
625	1	7	53	0	16000	1	1	0	1	5	0	0	0	0.5	10	5	1	1	12	20
626	1	7	35	1	10000	1	1	0	8	5	0	0	0	0.33	8	2.5	1	1	10	25
627	1	4	31	1	9000	1	1	0	8	5	0	0	0	0.33	8	2.5	0.83	0	8	15
633	2	4	50	0	26000	1	1	0	8	5	0	0	0	0.5	10	5	1.33	0	8	25
638	1	7	49	1	35000	1	1	0	1	4	0	0	0	0.5	10	2.5	1.67	1	8	20
642	1	6	54	1	20000	1	1	0	8	5	0	0	0	0.5	30	2.5	0.83	0	8	15
643	1	7	52	1	24000	1	1	0	8	5	0	0	0	0.33	30	2.5	0.75	1	8	10
644	2	2	24	0	5000	1	2	1	8	5	0	0	0	0.67	15	7.5	1	1	10	15
647	1	4	33	0	10000	1	2	0	8	5	0	0	0	0.33	10	70	1	1	8	25
650	1	2	27	1	10000	1	1	0	8	5	0	0	0	0.83	16	5	1.67	1	12	10
651	1	7	42	0	18000	1	1	0	8	4	0	0	0	0.5	20	2.5	0.83	1	8	15
653	2	1	26	1	3000	1	1	0	8	5	0	0	0	0.67	20	10	1.17	1	8	15
656	1	2	68	1	8000	1	1	0	8	0	0	1	0	1	8	10	1.67	1	12	10
657	2	3	31	1	7000	1	1	0	3	5	0	0	0	0.915	18	2.5	1	0	10	20
664	2	4	38	0	5000	1	1	0	2	5	0	0	0	0.915	20	5	2.17	1	12	5
665	2	4	39	1	6000	1	1	0	2	5	0	0	0	0.5	10	3.75	1.33	1	14	15
666	2	2	26	0	8000	1	1	0	8	4	0	0	0	0.5	18	15	1.17	1	6	15
675	2	2	28	1	20000	1	1	0	8	5	0	0	0	0.67	12	2.5	1	1	6	5
678	1	3	25	1	20000	1	2	0	8	0	0	0	1	0.5	10	5	1.085	1	8	15
680	2	2	23	0	4000	1	1	0	8	5	0	0	0	0.83	30	3.75	1.5	0	6	15
682	1	5	27	1	9000	1	1	0	10	5	0	0	0	0.5	8	2.5	1.915	1	15	10
684	1	5	27	1	7000	1	1	0	10	5	1	0	0	1.17	30	2.5	1.17	1	10	15
685	2	5	26	1	6000	1	1	0	10	5	0	0	0	0.915	25	5	1.17	1	10	15
686	1	1	23	1	10000	1	3	1	8	4	0	0	0	0.67	12	5	1.415	1	11	15
688	2	1	24	1	35000	1	1	0	8	3	0	0	0	0.67	12	2.5	1.17	1	8	10
692	2	4	51	0	16000	1	1	0	6	0	0	1	0	0.67	10	5	2	1	8	10
694	2	1	20	1	3000	1	1	0	8	5	0	0	0	0.915	18	2.5	1.67	1	12	15
696	1	1	23	1	18000	1	3	0	8	4	0	0	0	0.5	14	10	1	1	8	10
698	1	7	46	0	22000	1	1	0	9	0	0	1	0	0.83	20	10	1	1	8	15
702	1	4	54	0	30000	1	2	0	6	5	0	0	0	0.33	14	5	1	1	8	25
703	1	1	20	1	35000	1	4	0	8	5	0	0	0	0.67	10	2.5	1.33	1	8	20
707	1	1	22	1	18000	1	2	0	8	5	0	0	0	1	20	2.5	1.67	1	12	10
708	2	1	22	1	8000	1	1	0	8	5	0	0	0	0.915	20	5	1.5	0	12	5
711	2	1	24	0	10000	1	2	0	8	3	0	0	0	0.915	20	5	1.33	0	12	10
713	1	1	22	1	20000	1	3	1	8	4	0	0	0	0.83	20	15	1.17	1	10	15
715	1	1	20	0	35000	1	2	0	8	4	0	0	0	0.33	6	2.5	0.585	0	6	15
716	1	7	55	1	35000	1	2	0	9	5	0	0	0	0.83	30	5	0.915	1	10	7.5
717	1	1	21	0	6000	1	1	0	8	5	0	0	0	0.33	8	15	0.83	0	8	15
720	1	1	22	1	20000	1	4	1	8	5	0	0	0	0.5	10	5	0.67	1	8	10
724	1	1	22	0	5000	1	1	1	8	4	0	0	0	0.33	8	2.5	0.915	1	11	12.5
730	1	4	60	0	20000	1	1	0	6	5	0	0	0	0.83	12	5	1	1	8	10
732	1	3	25	1	10000	1	3	1	8	5	0	0	0	0.33	8	5	0.75	1	12	12.5
738	2	1	23	1	7000	1	1	1	8	3	0	0	0	0.83	30	3.75	1.67	1	8	20
741	1	7	25	1	35000	1	2	1	8	3	0	0	0	0.67	16	5	1.5	1	10	10
742	1	1	23	1	20000	1	2	0	8	5	0	0	0	0.5	10	10	1	1	8	10
743	2	1	19	1	30000	1	2	0	8	5	0	0	0	0.67	19	6.25	1.5	1	8	15
744	1	7	62	1	20000	1	1	0	8	3	0	0	0	0.5	8	2.5	0.83	0	8	15
746	1	7	55	0	14000	1	1	0	8	5	0	0	0	0.5	12	15	0.67	1	8	10
747	1	7	37	0	7000	1	1	0	11	2	1	0	0	0.83	10	5	1	1	8	10
748	2	1	23	0	35000	1	4	1	8	5	0	0	0	0.5	10	5	1	1	8	15
750	1	1	22	1	1000	1	4	0	8	5	0	0	0	0.33	4	2.5	0.83	0	8	15
752	1	4	50	0	8000	1	1	0	7	5	0	0	0	0.5	16	5	0.67	1	8	10
760	1	2	26	1	8000	1	1	0	8	5	0	0	0	0.83	30	5	1.335	1	8	17.5
762	2	4	32	0	5000	1	1	0	9	5	0	0	0	0.5	10	3.75	0.83	1	8	5
763	1	1	25	1	14000	1	3	1	8	5	0	0	0	1	30	2.5	2	1	10	15
764	1	7	37	0	14000	1	1	0	8	5	0	0	0	0.5	30	5	1.67	1	8	20
765	1	7	64	0	14000	1	2	0	8	5	0	0	0	0.5	8	2.5	0.83	0	8	20
783	1	7	58	0	12000	1	1	0	8	5	0	0	0	0.33	4	5	1.33	1	8	20
786	2	1	23	0	7000	1	1	1	6	5	0	0	0	0.5	12	10	1.17	1	10	10
790	1	7	63	1	35000	1	1	0	8	5	0	0	0	0.33	20	5	0.67	0	8	15
799	2	1	19	0	6000	1	1	1	2	2	0	0	0	0.67	14	2.5	1.5	1	4	20
809	2	1	23	0	6000	1	2	0	11	0	0	0	1	0.33	8	5	1.17	1	8	20
811	2	1	20	0	12000	1	2	0	6	5	0	0	0	0.915	20	5	1.67	1	12	20
819	2	4	28	1	7000	1	1	0	2	5	0	0	0	0.67	17	6.25	0.5	0	8	45
824	1	7	51	1	22000	1	4	0	8	5	0	0	0	0.33	10	5	1.17	1	8	5
828	2	2	29	0	5000	1	1	0	8	5	0	0	0	0.915	20	5	1.5	1	12	10
836	1	7	64	1	20000	1	1	0	8	5	0	0	0	0.5	30	2.5	1.5	1	10	10
840	2	1	21	1	18000	1	1	0	8	5	0	0	0	0.5	12	5	0.67	0	8	20
848	2	1	22	0	22000	1	1	0	9	5	0	0	0	0.67	16	2.5	1.5	1	12	15
853	2	1	23	0	12000	1	1	0	8	4	0	0	0	0.33	6	2.5	0.5	0	8	20
861	2	1	21	0	3000	1	1	0	8	5	0	0	0	0.75	9	5	1.67	1	16	25
872	1	5	23	1	5000	1	1	1	10	5	0	0	0	0.33	12	60	0.33	0	8	5
875	2	1	22	1	18000	1	1	0	8	5	0	0	0	0.5	10	3.75	1.33	1	6	5
877	1	1	22	1	1000	1	1	0	8	5	0	0	0	0.67	4	2.5	1.17	1	8	2.5
888	1	1	61	0	8000	1	1	0	6	3	0	0	0	0.5	10	2.5	0.83	1	6	10
889	1	1	19	1	7000	1	2	0	1	4	0	0	0	0.33	8	2.5	0.67	1	8	10
890	1	1	23	1	20000	1	2	0	6	5	0	0	0	1	30	10	1.67	1	12	10
893	2	1	25	0	3000	1	2	0	6	4	0	0	0	0.17	30	10	0.5	0	6	10
894	2	1	24	0	1000	1	1	1	8	5	0	0	0	0.17	6	2.5	1.17	1	10	10
895	2	1	18	0	4000	1	1	0	1	4	0	0	0	1	20	2.5	2	1	12	5
897	1	1	22	0	35000	1	1	0	9	5	0	0	0	0.5	18	5	1	1	12	20
899	1	7	39	0	8000	1	1	0	1	5	0	0	0	0.5	14	10	0.83	1	6	10
903	1	1	24	1	4000	1	1	0	8	5	0	0	0	1	30	5	0.83	1	8	15
904	1	7	40	1	14000	1	1	0	8	5	0	0	0	0.67	30	5	1.17	1	10	15
907	1	1	22	1	6000	1	2	0	1	5	0	0	0	0.5	10	5	1.17	1	8	10
912	1	1	24	1	35000	1	4	0	8	5	0	0	0	0.83	30	2.5	1.17	1	10	15
930	1	1	23	1	20000	1	1	0	8	4	0	0	0	0.5	8	5	0.83	0	8	15
941	2	1	24	0	8000	1	3	1	6	2	0	0	0	0.83	20	5	2	1	6	15
948	1	1	24	0	6000	1	1	0	8	3	0	0	0	1	12	15	1.67	1	12	10
955	2	1	28	1	5000	1	1	0	1	4	0	0	0	1	30	2.5	2.33	1	14	20
963	2	1	19	1	3000	1	2	0	1	5	0	0	0	0.33	10	5	0.67	1	6	10
968	1	1	23	0	20000	1	1	1	9	5	0	0	0	0.67	10	5	0.83	0	8	15
973	1	1	29	1	10000	1	1	0	8	2	0	0	0	0.5	18	2.5	1.33	1	12	20
979	1	1	28	0	10000	1	2	0	2	1	0	0	0	0.5	20	20	0.75	1	8	10
980	2	1	26	0	8000	1	2	1	6	3	0	0	0	0.5	18	15	1.33	1	10	15
986	1	1	26	1	20000	1	2	0	8	3	0	0	0	0.67	30	2.5	1.25	1	8	15
991	1	1	25	1	30000	1	3	0	8	5	0	0	0	0.67	12	2.5	1	1	8	15
993	2	1	36	0	2000	1	1	0	6	5	0	0	0	0.835	14	20	1.33	1	16	20
994	1	1	24	1	16000	1	1	0	8	4	0	0	0	0.83	6	2.5	1	1	8	15
997	1	1	26	1	16000	1	1	0	8	5	0	0	0	1	14	10	1.67	1	12	10
1000	2	1	20	1	5000	1	1	0	8	5	0	0	0	0.67	8	5	1.5	1	8	30
1004	2	1	19	0	6000	1	2	0	1	5	0	0	0	0.67	10	5	1	1	8	10
1006	1	6	38	1	18000	1	1	0	8	1	0	0	0	0.5	10	5	1	1	8	10
1008	2	1	22	0	3000	1	1	0	2	5	1	0	0	0.75	9	5	1.67	1	14	5
1009	1	1	22	0	8000	1	1	0	8	5	0	0	0	0.33	6	5	0.33	0	8	5
1010	1	7	33	1	22000	1	2	0	8	5	0	0	0	0.5	20	10	1	0	8	15
1024	1	1	22	1	2000	1	2	1	8	5	0	0	0	0.67	4	5	1.67	1	14	20
1032	1	1	20	0	5000	1	2	0	1	4	0	0	0	0.33	8	20	0.83	1	8	2.5
1038	2	1	21	1	14000	1	3	1	8	5	0	0	0	0.67	8	5	1.5	1	12	15
1041	2	1	18	0	10000	1	1	0	2	5	0	0	0	0.5	12	2.5	1.67	0	8	5
1046	2	4	53	1	10000	1	2	1	6	5	0	0	0	0.5	14	3.75	0.83	1	16	15
1051	1	1	25	1	20000	1	4	1	8	5	0	0	0	0.5	10	5	0.83	1	6	10
1057	1	1	26	1	9000	1	4	0	8	2	0	0	0	1	20	10	1.17	1	10	15
1062	1	1	21	0	12000	1	2	0	8	5	1	0	0	1	10	25	1	1	8	10
1063	1	3	28	1	10000	1	2	1	8	0	0	0	1	1	30	5	1.415	1	11	15
1066	2	1	26	1	3000	1	3	0	11	5	0	0	0	0.835	14	20	2	1	14	20
1080	1	1	21	0	6000	1	3	0	8	5	0	0	0	0.83	14	5	1.17	1	10	15
1089	2	1	19	1	4000	1	1	0	1	5	0	0	0	0.5	10	5	1.67	1	8	10
1090	1	1	22	0	14000	1	2	0	8	5	0	0	0	0.67	30	2.5	1.17	1	10	15
1093	2	1	23	0	3000	1	1	1	2	4	0	0	0	1	20	2.5	2	1	16	10
1095	1	1	19	0	14000	1	2	0	8	5	0	0	0	1	18	20	1.17	1	10	15
1102	2	1	20	1	12000	1	4	0	8	4	0	0	0	0.83	20	5	1.33	1	14	10
1104	2	1	19	0	2000	1	1	1	1	5	0	0	0	1	20	2.5	1.67	1	14	15
1105	1	1	23	1	2000	1	2	0	8	4	0	0	0	1	6	2.5	0.83	1	8	15
1128	2	1	27	0	12000	1	2	0	6	5	1	0	0	0.83	20	5	0.83	1	8	15
1132	2	1	20	1	1000	1	2	0	2	5	0	0	0	0.33	10	2.5	1.17	1	8	5
1135	2	4	58	0	10000	1	1	0	2	5	0	0	0	0.915	20	5	1.5	1	12	2.5
1138	1	1	23	1	12000	1	3	0	8	5	0	0	0	0.67	16	5	0.83	1	8	15
1139	2	1	18	1	3000	1	2	1	1	3	0	0	0	1	6	2.5	1.17	1	14	10
1141	1	1	22	1	20000	1	3	1	8	5	0	0	0	0.5	10	2.5	0.83	1	8	15
1160	2	1	23	0	1000	1	1	0	6	5	0	0	0	0.75	20	5	2	1	12	15
1175	2	1	30	1	22000	1	3	1	11	5	0	0	0	0.415	9	2.5	0.67	0	8	15
1176	2	1	24	0	7000	1	1	0	9	1	0	0	0	0.67	12	2.5	0.83	0	6	15
1178	2	1	19	0	3000	1	2	0	2	3	0	0	0	0.915	20	5	2	1	12	30
1182	2	1	24	1	10000	1	1	1	8	5	0	0	0	0.5	10	5	0.67	1	8	10
1184	2	1	25	1	1000	1	2	0	2	4	0	0	0	0.915	20	5	2.5	1	14	10
1197	2	1	22	0	8000	1	3	0	6	0	0	0	1	0.33	6	35	0.33	1	14	2.5
1199	1	1	24	0	12000	1	1	0	6	4	0	0	0	0.67	14	2.5	0.67	0	8	15
1200	1	1	23	0	6000	1	2	1	8	5	0	0	0	0.33	30	5	1.67	1	12	10
1201	2	1	20	0	2000	1	2	0	1	5	0	0	0	0.75	9	6.25	1.17	1	12	35
1202	1	3	22	1	10000	1	2	1	5	3	0	0	0	0.5	14	10	1.17	1	10	15
1203	2	1	22	1	9000	1	2	1	6	5	0	0	0	0.5	15	6.25	0.67	1	10	15
1206	1	1	21	1	35000	1	4	0	8	5	0	0	0	0.67	20	2.5	1	1	8	15
1216	1	1	19	0	10000	1	2	0	2	5	0	0	0	1	14	10	1.17	1	10	15
1223	2	1	19	0	14000	1	1	0	6	5	0	0	0	0.5	8	10	0.83	1	6	5
1225	2	1	21	1	10000	1	1	1	8	5	0	0	0	0.67	12	10	1	1	4	5
1227	2	1	24	0	10000	1	1	0	8	4	0	0	0	0.415	9	2.5	0.83	1	6	10
1236	2	1	22	0	2000	1	2	0	2	5	0	0	0	0.75	20	5	2	1	10	25
1242	2	1	19	0	12000	1	2	0	8	5	0	0	0	0.83	20	5	1.17	1	6	20
1248	1	1	19	0	10000	1	2	1	1	5	0	0	0	0.5	12	2.5	1	0	8	15
1252	1	1	23	1	8000	1	4	1	8	4	0	0	0	0.5	20	10	0.83	1	8	15
1253	2	1	27	1	8000	1	1	0	1	5	0	0	0	1	20	2.5	1.5	1	12	2.5
1255	2	1	21	1	10000	1	2	0	8	5	0	0	0	0.915	25	5	0.83	1	10	10
1259	2	1	20	0	3000	1	1	1	2	5	0	0	0	0.33	10	2.5	0.83	1	14	10
1263	2	1	26	0	3000	1	1	0	1	2	1	0	0	0.75	20	5	2	1	8	2.5
1264	2	1	19	0	35000	1	2	0	8	5	0	0	0	0.585	20	3.75	1	1	14	15
1270	2	1	26	1	4000	1	1	0	1	5	0	0	0	0.33	12	2.5	0.67	1	6	20
1274	1	1	23	0	2000	1	1	0	8	5	0	0	0	0.5	30	20	1.17	1	12	15
1277	1	1	22	1	10000	1	2	0	8	5	0	0	0	0.5	10	2.5	1.085	1	8	15
1279	2	1	22	0	4000	1	3	0	6	5	0	0	0	0.5	10	5	1	1	8	2.5
1284	1	1	25	1	10000	1	1	1	8	5	0	0	0	0.67	10	5	1	1	8	10
1287	2	1	25	0	5000	1	1	1	6	5	0	0	0	1	20	2.5	2	1	12	10
1295	2	1	23	1	5000	1	1	1	8	5	0	0	0	1	20	2.5	2	1	16	10
1299	2	1	20	0	2000	1	1	0	2	5	0	0	0	0.415	12	5	0.5	1	8	10
1304	2	1	21	1	1000	1	1	1	6	2	0	0	0	0.83	30	3.75	1.67	1	8	2.5
1305	2	1	23	1	7000	1	1	0	8	5	0	0	0	0.5	10	10	0.83	1	6	70
1307	2	1	23	1	10000	1	2	0	11	0	0	0	1	0.67	12	2.5	1.17	0	8	20
1313	2	1	21	0	12000	1	2	0	8	5	0	0	0	0.5	10	5	1.17	1	8	20
1323	1	1	23	1	35000	1	3	1	9	5	1	0	0	0.5	12	10	0.67	0	8	15
1327	2	1	25	1	16000	1	1	0	2	5	0	0	0	0.915	20	5	1.5	0	12	2.5
1328	1	1	23	0	14000	1	2	1	6	5	0	0	0	1	30	5	1.5	1	2	15
1329	2	1	20	1	3000	1	1	0	2	5	0	0	0	1	20	2.5	1.83	1	16	15
1341	1	1	24	1	6000	1	1	0	1	5	0	0	0	0.5	14	70	0.67	0	8	15
1342	1	1	34	1	8000	1	1	0	1	2	0	0	0	0.67	30	2.5	1.67	1	12	10
1349	2	1	20	0	2000	1	1	0	6	5	1	0	0	0.75	20	5	2.5	1	14	10
1364	2	2	26	0	4000	1	1	0	8	5	0	0	0	0.415	9	2.5	0.83	1	8	10
1367	1	1	23	0	22000	1	1	0	9	5	0	0	0	0.33	10	35	0.67	1	8	10
1368	1	1	23	1	35000	1	4	0	9	5	0	0	0	0.67	8	2.5	1	1	8	15
